565c06|,2025-06-10 21:17:10
BRASIL,2025-06-10 21:24:05
BRASIL,2025-06-10 21:24:17
BRASIL,2025-06-10 21:29:18
BRNDSY,2025-06-10 21:29:40
ABCJB34,2025-06-10 21:38:09
EEC13L,2025-06-10 18:45:51
0T24037,2025-06-10 18:47:00
ABCJB34,2025-06-10 18:56:17
ABCJB34,2025-06-10 19:07:24
ABCJB34,2025-06-10 19:09:16
ABCJB34,2025-06-10 19:32:45
ABCJB34,2025-06-11 20:53:34
ABCJB34,2025-06-11 20:55:03
ABCJB34,2025-06-11 22:28:25
ABCJB34,2025-06-11 20:06:15
ABCJB34,2025-06-11 20:07:32
